Transaction_ID,Client_ID,Transaction_Type,Amount,Department,Date
4603,1812,income,189.34,Marketing,2024-10-06
4604,1974,expense,1416.97,Marketing,2024-10-25
4605,1985,expense,946.95,Finance,2024-10-18
4606,1356,expense,927.89,Finance,2024-12-14
4607,1212,expense,359.01,Finance,2024-08-10
4608,1573,income,778.99,HR,2024-10-23
4609,1048,expense,98.83,Marketing,2024-09-19
4610,1126,expense,425.75,Finance,2024-10-30
4611,1222,income,2062.79,Marketing,2024-09-25
4612,1920,income,171.92,Sales,2024-07-22
4613,1278,expense,790.8,Marketing,2024-08-18
4614,1407,income,337.14,Marketing,2024-12-03
4615,1504,expense,20.31,HR,2024-07-16
4616,1293,income,719.89,Sales,2024-09-06
4617,1795,expense,92.3,Sales,2024-12-11
4618,1276,expense,499.12,HR,2024-07-22
4619,1437,expense,44.78,Finance,2024-11-16
4620,1106,expense,1467.48,Finance,2024-09-23
4621,1657,expense,172.46,Marketing,2024-10-29
4622,1419,income,128.39,HR,2024-09-18
4623,1610,income,69.13,Finance,2024-12-17
4624,1428,expense,1459.41,Sales,2024-08-24
4625,1374,expense,622.23,HR,2024-08-04
4626,1072,expense,676.74,Finance,2024-08-03
4627,1948,income,345.98,Sales,2024-09-11
4628,1997,income,321.92,HR,2024-09-15
4629,1633,income,58.28,Marketing,2024-11-09
4630,1029,expense,410.31,Marketing,2024-12-21
4631,1187,expense,141.79,Sales,2024-11-02
4632,1363,expense,1889.3,Finance,2024-07-11
4633,1865,expense,796.24,Finance,2024-08-30
4634,1799,income,266.36,HR,2024-10-30
4635,1450,income,82.05,Sales,2024-08-04
4636,1194,income,769.33,Finance,2024-09-07
4637,1155,expense,65.08,Marketing,2024-08-26
4638,1171,income,104.95,Sales,2024-11-16
4639,1846,expense,118.82,Marketing,2024-07-12
4640,1040,income,406.97,Sales,2024-11-02
4641,1062,expense,773.36,HR,2024-08-12
4642,1022,expense,188.67,Finance,2024-11-24
4643,1359,expense,44.24,Finance,2024-09-15
4644,1074,expense,312.31,Finance,2024-09-06
4645,1559,expense,689.38,Marketing,2024-08-28
4646,1671,income,125.3,Finance,2024-07-02
4647,1824,expense,124.18,Sales,2024-11-13
4648,1117,expense,1470.88,Marketing,2024-11-27
4649,1611,income,1541.23,HR,2024-07-21
4650,1379,income,2326.43,Marketing,2024-12-04
4651,1928,expense,824.24,HR,2024-10-09
4652,1919,expense,104.24,Marketing,2024-09-24
4653,1678,expense,119.12,Finance,2024-10-30
4654,1289,expense,207.93,HR,2024-09-13
4655,1439,income,191.46,Finance,2024-09-13
4656,1667,income,1567.82,Marketing,2024-09-21
4657,1932,expense,778.12,HR,2024-12-12
4658,1006,income,643.69,Sales,2024-09-16
4659,1195,expense,102.87,Sales,2024-12-04
4660,1420,expense,1201.34,Marketing,2024-12-12
4661,1567,income,879.75,HR,2024-07-21
4662,1832,expense,89.35,Sales,2024-10-28
4663,1192,income,1024.63,Finance,2024-07-12
4664,1558,expense,158.9,Finance,2024-12-23
4665,1147,income,42.16,Marketing,2024-09-21
4666,1786,expense,534.75,Finance,2024-12-22
4667,1668,income,530.38,Finance,2024-10-21
4668,1201,expense,49.87,Finance,2024-07-15
4669,1443,expense,191.99,Sales,2024-10-21
4670,1913,income,2467.84,HR,2024-11-18
4671,1987,expense,567.26,Marketing,2024-11-01
4672,1418,income,654.81,HR,2024-11-18
4673,1426,expense,119.71,HR,2024-10-23
4674,1478,income,41.03,HR,2024-11-24
4675,1474,expense,162.11,Sales,2024-08-01
4676,1125,income,143.11,Finance,2024-10-07
4677,1394,expense,133.64,Marketing,2024-09-25
4678,1816,income,107.06,HR,2024-11-26
4679,1880,expense,427.55,Finance,2024-10-20
4680,1805,income,198.83,Sales,2024-11-19
4681,1575,expense,858.36,HR,2024-07-24
4682,1324,expense,101.64,Finance,2024-08-18
4683,1391,income,312.4,Sales,2024-08-01
4684,1929,expense,6.88,Finance,2024-09-13
4685,1687,income,328.58,Marketing,2024-10-17
4686,1627,income,28.73,Finance,2024-07-11
4687,1439,expense,1902.11,Finance,2024-09-06
4688,1203,expense,781.74,Marketing,2024-09-28
4689,1485,expense,336.78,Marketing,2024-10-18
4690,1832,income,45.28,Finance,2024-11-10
4691,1030,income,448.79,Marketing,2024-12-11
4692,1387,income,710.99,Finance,2024-08-01
4693,1624,expense,105.8,HR,2024-09-09
4694,1876,expense,419.91,Finance,2024-09-12
4695,1433,expense,841.57,Sales,2024-11-15
4696,1836,income,731.04,Marketing,2024-10-07
4697,1925,income,812.26,HR,2024-07-21
4698,1375,income,1057.32,Marketing,2024-08-09
4699,1343,income,1387.75,Marketing,2024-08-11
4700,1442,income,260.04,Marketing,2024-09-10
4701,1578,expense,420.56,Sales,2024-08-15
4702,1074,expense,781.9,Sales,2024-09-20
4703,1556,expense,597.24,Finance,2024-09-11
4704,1771,expense,2704.09,Sales,2024-10-26
4705,1665,income,6.89,Marketing,2024-08-10
4706,1154,expense,219.36,HR,2024-10-02
4707,1429,income,164.97,HR,2024-11-09
4708,1362,expense,152.12,HR,2024-10-07
4709,1447,expense,125.85,Marketing,2024-11-19
4710,1986,income,617.43,Sales,2024-11-19
4711,1233,expense,44.28,HR,2024-08-22
4712,1562,income,676.64,Marketing,2024-11-05
4713,1817,expense,591.15,Marketing,2024-07-29
4714,1261,expense,144.38,HR,2024-07-23
4715,1826,income,145.73,HR,2024-09-23
4716,1124,expense,495.59,Finance,2024-12-06
4717,1910,expense,718.1,Finance,2024-10-04
4718,1244,expense,1045.7,Marketing,2024-09-09
4719,1541,income,955.74,Finance,2024-11-28
4720,1937,expense,1674.53,Finance,2024-07-08
4721,1484,income,435.4,HR,2024-09-14
4722,1121,income,1196.56,Finance,2024-10-08
4723,1124,income,826.47,Marketing,2024-07-16
4724,1548,income,1125.32,HR,2024-12-01
4725,1169,income,5.85,Finance,2024-12-04
4726,1123,expense,1689.27,Finance,2024-10-01
4727,1868,income,320.78,Finance,2024-07-06
4728,1034,income,800.2,Sales,2024-08-06
4729,1086,income,68.03,Finance,2024-12-08
4730,1645,expense,252.04,Finance,2024-10-03
4731,1707,expense,158.36,Marketing,2024-12-21
4732,1785,income,172.41,Finance,2024-08-30
4733,1200,income,65.77,Sales,2024-12-16
4734,1368,income,819.34,HR,2024-07-18
4735,1796,income,4.64,Finance,2024-10-19
4736,1076,income,187.35,Finance,2024-10-03
4737,1058,expense,95.83,Marketing,2024-07-16
4738,1430,income,444.63,Finance,2024-10-12
4739,1637,expense,146.68,Finance,2024-12-26
4740,1499,income,149.88,Finance,2024-12-12
4741,1912,expense,335.05,Finance,2024-07-14
4742,1108,expense,528.77,HR,2024-10-11
4743,1735,expense,64.66,Marketing,2024-09-06
4744,1277,income,96.5,HR,2024-07-30
4745,1067,income,141.96,Sales,2024-08-29
4746,1068,expense,1820.01,Finance,2024-08-22
4747,1164,expense,253.05,Sales,2024-12-11
4748,1488,expense,456.88,HR,2024-12-05
4749,1304,expense,138.23,Sales,2024-09-02
4750,1908,expense,337.12,Finance,2024-07-14
4751,1673,income,38.5,Sales,2024-07-23
4752,1364,expense,17.68,HR,2024-12-23
4753,1853,income,316.25,Finance,2024-12-03
4754,1820,income,254.3,Marketing,2024-10-30
4755,1378,expense,73.6,HR,2024-07-07
4756,1342,income,581.74,Finance,2024-12-17
4757,1946,expense,2474.08,Marketing,2024-07-10
4758,1898,income,251.8,Sales,2024-12-19
4759,1553,expense,489.83,Sales,2024-10-10
4760,1353,expense,1648.09,Sales,2024-07-13
4761,1415,expense,890.51,Finance,2024-12-08
4762,1108,income,311.39,Sales,2024-12-07
4763,1562,expense,668.73,Sales,2024-11-04
4764,1761,expense,68.56,Marketing,2024-08-17
4765,1496,expense,358.83,Marketing,2024-07-05
4766,1340,income,163.6,Marketing,2024-08-30
4767,1941,expense,87.87,Finance,2024-10-30
4768,1382,expense,277.81,HR,2024-09-28
4769,1532,expense,70.21,Sales,2024-10-11
4770,1299,expense,600.3,Sales,2024-09-28
4771,1138,expense,304.62,Finance,2024-07-03
4772,1358,income,378.73,Sales,2024-07-24
4773,1835,income,79.13,Finance,2024-10-25
4774,1498,income,75.28,Finance,2024-10-06
4775,1384,expense,437.83,Finance,2024-12-09
4776,1603,expense,2100.18,HR,2024-09-22
4777,1958,income,50.6,Finance,2024-10-27
4778,1279,expense,168.25,HR,2024-08-11
4779,1636,expense,1018.03,HR,2024-11-25
4780,1482,expense,37.51,Sales,2024-08-10
4781,1908,income,1043.28,Marketing,2024-09-20
4782,1110,income,371.47,HR,2024-10-10
4783,1865,income,262.35,HR,2024-11-25
4784,1138,income,185.3,Marketing,2024-07-06
4785,1995,income,176.28,HR,2024-10-30
4786,1434,income,182.5,Marketing,2024-12-17
4787,1508,expense,1080.56,Sales,2024-07-25
4788,1272,income,643.31,Finance,2024-08-10
4789,1098,expense,553.91,Marketing,2024-12-16
4790,1763,income,801.6,Finance,2024-07-03
4791,1849,income,148.61,Marketing,2024-10-16
4792,1103,income,481.22,Finance,2024-12-18
4793,1213,income,308.15,Sales,2024-12-21
4794,1760,expense,762.64,HR,2024-08-26
4795,1663,income,184.99,Sales,2024-09-21
4796,1761,expense,515.26,HR,2024-09-12
4797,1786,expense,1069.44,Finance,2024-12-26
4798,1164,expense,257.21,Finance,2024-11-10
4799,1998,expense,34.47,HR,2024-09-24
4800,1852,expense,362.89,Marketing,2024-10-05
4801,1519,income,212.3,Sales,2024-07-15
4802,1283,expense,557.71,Marketing,2024-09-26
4803,1516,income,1508.3,Finance,2024-10-02
4804,1656,income,332.39,Sales,2024-11-03
4805,1612,expense,313.86,Sales,2024-10-08
4806,1163,expense,531.5,Marketing,2024-08-08
4807,1885,expense,54.63,HR,2024-09-17
4808,1658,income,146.18,HR,2024-12-13
4809,1063,expense,1256.53,Sales,2024-08-08
4810,1090,income,554.24,HR,2024-08-21
4811,1116,income,6.77,Finance,2024-11-08
4812,1865,income,114.47,Marketing,2024-12-04
4813,1266,expense,574.17,Marketing,2024-11-03
4814,1821,income,722.81,Marketing,2024-12-06
4815,1684,expense,915.85,Sales,2024-09-04
4816,1558,expense,172.78,Sales,2024-08-14
4817,1139,expense,1337.03,HR,2024-07-22
4818,1245,expense,402.54,Marketing,2024-09-21
4819,1660,expense,596.25,Finance,2024-11-15
4820,1757,expense,454.09,Finance,2024-11-26
4821,1394,expense,65.48,Marketing,2024-07-17
4822,1486,income,1649.97,Sales,2024-09-05
4823,1475,expense,65.55,Sales,2024-07-07
4824,1516,expense,147.11,Sales,2024-10-09
4825,1976,income,840.0,Finance,2024-08-05
4826,1183,income,481.95,Marketing,2024-09-05
4827,1019,expense,910.54,Finance,2024-09-15
4828,1936,income,362.56,Marketing,2024-12-05
4829,1557,expense,236.6,Finance,2024-09-25
4830,1523,income,1274.53,Finance,2024-12-04
4831,1581,expense,18.46,HR,2024-09-10
4832,1528,income,969.42,Finance,2024-12-08
4833,1882,expense,131.21,Marketing,2024-08-28
4834,1146,expense,944.37,Finance,2024-07-20
4835,1665,expense,74.94,HR,2024-12-04
4836,1303,expense,434.01,HR,2024-12-28
4837,1619,income,1095.11,Marketing,2024-11-06
4838,1747,income,320.79,HR,2024-12-09
4839,1819,income,686.33,HR,2024-12-19
4840,1863,expense,816.54,Sales,2024-10-17
4841,1581,income,666.84,Marketing,2024-07-14
4842,1694,income,1297.34,HR,2024-12-12
4843,1761,expense,296.05,HR,2024-12-10
4844,1227,expense,95.05,HR,2024-07-24
4845,1101,expense,24.5,Marketing,2024-10-18
4846,1586,income,141.49,Sales,2024-11-11
4847,1416,income,77.27,Finance,2024-08-07
4848,1957,expense,408.16,Sales,2024-11-06
4849,1215,income,102.25,Marketing,2024-08-10
4850,1406,expense,19.86,Marketing,2024-07-31
4851,1398,expense,18.33,Marketing,2024-08-05
4852,1922,expense,890.62,Finance,2024-10-13
4853,1714,income,447.57,Marketing,2024-12-29
4854,1703,expense,221.65,Sales,2024-10-17
4855,1760,expense,1123.23,HR,2024-07-31
4856,1498,expense,36.39,HR,2024-12-04
4857,1753,income,1964.13,Marketing,2024-10-21
4858,1464,income,478.94,Marketing,2024-11-08
4859,1690,income,101.34,Finance,2024-08-30
4860,1948,expense,568.26,HR,2024-07-06
4861,1973,expense,720.65,Finance,2024-07-20
4862,1730,income,280.48,Finance,2024-10-19
4863,1081,expense,988.92,Finance,2024-08-30
4864,1603,income,81.69,Finance,2024-12-21
4865,1946,expense,163.45,Sales,2024-11-18
4866,1686,expense,49.08,Marketing,2024-07-23
4867,1750,income,118.42,Marketing,2024-09-17
4868,1771,income,136.38,Finance,2024-07-31
4869,1902,income,1248.29,Finance,2024-07-04
4870,1364,expense,40.66,Sales,2024-10-26
4871,1162,expense,278.8,Finance,2024-09-04
4872,1047,expense,380.07,Sales,2024-11-21
4873,1510,income,1144.8,Sales,2024-10-23
4874,1328,expense,3036.6,Finance,2024-07-31
4875,1839,income,699.97,Marketing,2024-12-23
4876,1115,expense,1766.64,Sales,2024-10-31
4877,1940,income,773.47,Marketing,2024-08-12
4878,1848,expense,1651.16,Marketing,2024-07-04
4879,1336,expense,614.25,Sales,2024-08-17
4880,1880,expense,41.56,HR,2024-12-03
4881,1736,expense,257.02,Sales,2024-11-21
4882,1863,income,520.07,HR,2024-09-27
4883,1839,income,215.94,Sales,2024-11-03
4884,1146,expense,159.68,Sales,2024-09-15
4885,1574,income,430.66,Marketing,2024-12-05
4886,1805,income,1355.29,Marketing,2024-09-03
4887,1322,expense,17.8,Finance,2024-09-07
4888,1442,expense,733.17,Marketing,2024-07-14
4889,1836,income,641.38,Marketing,2024-09-13
4890,1012,income,1661.47,Marketing,2024-12-09
4891,1942,income,1334.74,Marketing,2024-12-31
4892,1493,expense,718.23,Finance,2024-07-29
4893,1700,expense,367.41,Marketing,2024-09-17
4894,1286,expense,114.25,HR,2024-11-30
4895,1719,expense,393.99,HR,2024-10-02
4896,1113,income,724.83,Finance,2024-09-04
4897,1479,expense,1130.09,Marketing,2024-10-23
4898,1021,expense,779.64,HR,2024-08-09
4899,1348,income,108.62,Sales,2024-11-20
4900,1725,expense,457.75,HR,2024-08-01
4901,1682,expense,201.86,Marketing,2024-07-20
4902,1834,expense,4.62,HR,2024-08-22
4903,1565,expense,111.71,Sales,2024-08-18
4904,1905,income,60.08,HR,2024-09-27
4905,1809,income,924.86,Marketing,2024-09-20
4906,1319,expense,149.54,Sales,2024-07-01
4907,1125,income,167.53,Finance,2024-12-14
4908,1276,expense,1608.65,Sales,2024-08-30
4909,1975,expense,238.28,HR,2024-12-30
4910,1203,expense,4.82,Finance,2024-11-07
4911,1193,expense,166.93,Sales,2024-10-02
4912,1680,expense,63.52,Sales,2024-07-17
4913,1663,expense,54.24,Sales,2024-12-04
4914,1546,expense,40.33,Marketing,2024-10-25
4915,1695,income,449.79,Finance,2024-10-14
4916,1285,income,104.96,Finance,2024-11-09
4917,1056,income,224.12,Sales,2024-09-23
4918,1733,income,990.31,Finance,2024-08-12
4919,1302,income,276.12,HR,2024-09-14
4920,1162,income,1236.64,HR,2024-11-17
4921,1018,expense,344.52,Sales,2024-08-19
4922,1369,expense,254.44,HR,2024-08-30
4923,1263,income,693.93,Sales,2024-10-12
4924,1793,expense,38.0,HR,2024-08-20
4925,1112,expense,46.87,Sales,2024-09-15
4926,1487,income,527.74,Sales,2024-10-06
4927,1326,expense,333.68,Finance,2024-09-21
4928,1541,expense,781.31,Finance,2024-09-16
4929,1646,income,1240.08,Sales,2024-07-05
4930,1578,expense,245.81,Finance,2024-12-03
4931,1064,income,453.68,Finance,2024-11-15
4932,1291,expense,347.27,Marketing,2024-09-26
4933,1024,income,1997.99,HR,2024-12-27
4934,1548,expense,889.18,Finance,2024-07-17
4935,1000,expense,1213.72,Sales,2024-09-03
4936,1910,expense,146.74,Marketing,2024-11-01
4937,1548,income,740.36,Marketing,2024-07-21
4938,1140,expense,154.26,Finance,2024-12-29
4939,1743,expense,117.07,Sales,2024-10-19
4940,1647,expense,1443.58,Sales,2024-12-24
4941,1900,expense,9.75,Sales,2024-10-15
4942,1187,expense,1681.79,Sales,2024-07-22
4943,1127,expense,80.83,Sales,2024-09-07
4944,1200,expense,855.84,HR,2024-08-05
4945,1126,expense,161.43,Sales,2024-11-26
4946,1256,expense,215.93,Sales,2024-12-31
4947,1675,expense,122.16,HR,2024-09-11
4948,1546,income,440.36,Finance,2024-09-29
4949,1193,expense,213.93,Marketing,2024-12-23
4950,1702,expense,535.59,HR,2024-11-03
4951,1103,income,7.89,Marketing,2024-11-23
4952,1534,expense,33.27,Marketing,2024-10-07
4953,1264,expense,52.49,HR,2024-07-15
4954,1801,income,271.5,Sales,2024-08-13
4955,1941,expense,843.15,Marketing,2024-12-20
4956,1973,income,1095.42,Sales,2024-10-05
4957,1383,income,140.39,Finance,2024-08-05
4958,1259,expense,427.09,HR,2024-12-15
4959,1413,income,731.3,Marketing,2024-12-26
4960,1990,income,170.42,Sales,2024-07-30
4961,1357,expense,262.98,Marketing,2024-07-26
4962,1074,income,371.14,Finance,2024-09-23
4963,1354,expense,72.44,Finance,2024-10-09
4964,1583,expense,13.16,Marketing,2024-10-29
4965,1770,income,82.91,HR,2024-07-31
4966,1909,income,492.89,Finance,2024-12-31
4967,1187,expense,38.23,Sales,2024-07-17
4968,1972,expense,105.17,Finance,2024-10-06
4969,1684,income,206.13,Sales,2024-11-03
4970,1991,expense,40.53,Marketing,2024-07-24
4971,1289,income,106.41,Sales,2024-10-30
4972,1044,expense,1211.08,Marketing,2024-11-09
4973,1572,income,9.74,Finance,2024-11-14
4974,1082,income,529.84,HR,2024-11-07
4975,1122,income,242.59,Finance,2024-12-10
4976,1357,expense,558.36,Finance,2024-10-31
4977,1527,expense,444.21,Finance,2024-08-07
4978,1065,expense,126.48,Finance,2024-12-20
4979,1935,income,939.34,HR,2024-11-20
4980,1656,income,338.58,Finance,2024-12-17
4981,1374,income,864.49,Sales,2024-11-08
4982,1161,expense,260.45,HR,2024-12-06
4983,1745,expense,2089.48,HR,2024-12-27
4984,1379,expense,735.9,Sales,2024-12-16
4985,1655,income,1689.97,Marketing,2024-08-26
4986,1357,expense,361.11,Finance,2024-08-11
4987,1187,income,320.93,HR,2024-08-22
4988,1321,expense,704.18,Finance,2024-10-27
4989,1449,income,1061.35,Finance,2024-10-29
4990,1473,expense,1664.15,Sales,2024-08-25
4991,1012,income,196.19,Sales,2024-09-25
4992,1183,expense,801.49,Sales,2024-09-14
4993,1110,expense,118.27,Finance,2024-12-28
4994,1926,expense,394.36,HR,2024-09-23
4995,1507,expense,99.13,HR,2024-09-23
4996,1289,expense,213.39,Marketing,2024-12-07
4997,1294,expense,1339.43,Finance,2024-09-19
4998,1450,expense,78.97,Marketing,2024-12-29
4999,1903,income,500.38,Marketing,2024-12-12
5000,1214,expense,449.41,Marketing,2024-07-08
5001,1973,expense,64.34,Marketing,2024-07-11
5002,1631,income,197.25,Marketing,2024-12-29
5003,1893,expense,413.89,Finance,2024-11-15
5004,1566,income,103.62,Sales,2024-10-23
5005,1026,income,806.28,Marketing,2024-09-19
5006,1629,income,1790.58,HR,2024-09-25
5007,1732,income,120.88,Finance,2024-08-11
5008,1230,expense,103.46,Marketing,2024-08-06
5009,1564,expense,303.43,HR,2024-09-30
5010,1806,expense,688.7,Marketing,2024-09-23
5011,1320,expense,165.36,Sales,2024-08-28
5012,1912,income,10.04,Finance,2024-11-29
5013,1232,expense,389.59,Sales,2024-12-03
5014,1669,expense,1568.65,HR,2024-08-06
5015,1436,expense,248.2,Marketing,2024-07-21
5016,1780,expense,272.48,Sales,2024-12-08
5017,1532,expense,1735.3,Sales,2024-11-07
5018,1402,expense,593.08,Marketing,2024-09-21
5019,1052,expense,635.01,Finance,2024-12-03
5020,1786,income,413.57,HR,2024-11-20
5021,1312,income,1836.68,Finance,2024-07-01
5022,1280,expense,583.77,HR,2024-10-15
5023,1725,expense,1127.05,HR,2024-07-28
5024,1030,expense,600.95,Sales,2024-08-19
5025,1336,expense,664.23,Marketing,2024-08-04
5026,1182,income,171.53,Finance,2024-12-03
5027,1022,income,180.83,Sales,2024-11-14
5028,1543,expense,763.89,Sales,2024-11-29
5029,1445,expense,175.99,Sales,2024-11-09
5030,1073,income,413.65,Finance,2024-12-31
5031,1009,expense,143.41,Sales,2024-08-10
5032,1483,expense,849.09,Marketing,2024-09-05
5033,1455,expense,58.55,Sales,2024-08-17
5034,1565,expense,884.35,Sales,2024-09-24
5035,1563,income,461.57,HR,2024-08-27
5036,1659,expense,103.46,Sales,2024-08-08
5037,1159,expense,390.48,Finance,2024-07-25
5038,1881,expense,165.99,Finance,2024-08-29
5039,1013,income,195.39,Marketing,2024-10-25
5040,1177,expense,216.57,Finance,2024-09-24
5041,1411,income,32.71,Finance,2024-10-22
5042,1877,income,2132.98,Sales,2024-12-22
5043,1052,expense,16.02,Marketing,2024-09-22
5044,1407,income,543.09,Finance,2024-12-02
5045,1846,expense,231.99,Marketing,2024-11-01
5046,1021,income,519.24,Marketing,2024-10-19
5047,1029,expense,220.22,HR,2024-08-11
5048,1702,income,560.05,HR,2024-08-21
5049,1259,income,653.25,Sales,2024-08-17
5050,1204,income,586.48,Finance,2024-08-01
5051,1058,expense,60.5,Sales,2024-11-29
5052,1470,expense,534.86,Sales,2024-11-08
5053,1775,income,164.24,Marketing,2024-10-26
5054,1465,expense,14.61,Marketing,2024-12-02
5055,1011,expense,267.93,Marketing,2024-12-15
5056,1630,expense,284.18,Sales,2024-07-23
5057,1926,income,314.78,Finance,2024-11-12
5058,1973,expense,610.09,Sales,2024-11-04
5059,1289,income,184.69,Sales,2024-08-06
5060,1849,income,189.37,Sales,2024-07-07
5061,1759,expense,31.23,HR,2024-09-15
5062,1353,expense,580.49,HR,2024-09-20
5063,1638,income,419.46,Finance,2024-10-03
5064,1074,income,214.95,HR,2024-07-22
5065,1872,expense,610.71,Sales,2024-09-16
5066,1715,expense,385.4,HR,2024-09-20
5067,1560,income,316.73,HR,2024-11-22
5068,1590,expense,358.03,Sales,2024-07-19
5069,1440,income,505.78,Finance,2024-10-03
5070,1990,income,539.41,HR,2024-08-08
5071,1240,expense,170.51,Sales,2024-10-25
5072,1860,income,75.84,Sales,2024-08-05
5073,1153,income,85.18,Sales,2024-07-15
5074,1785,expense,509.98,Marketing,2024-12-04
5075,1095,expense,1031.29,Sales,2024-08-29
5076,1725,income,263.39,HR,2024-12-31
5077,1293,expense,92.88,HR,2024-12-15
5078,1208,expense,706.53,Sales,2024-11-21
5079,1342,income,893.35,Marketing,2024-12-08
5080,1087,expense,1062.56,Marketing,2024-09-27
5081,1817,income,466.76,Marketing,2024-07-16
5082,1775,expense,985.67,HR,2024-12-05
5083,1936,expense,7.77,Marketing,2024-10-06
5084,1389,expense,56.72,Finance,2024-10-12
5085,1324,income,48.57,Finance,2024-08-13
5086,1939,expense,623.45,Marketing,2024-12-13
5087,1888,expense,36.06,Finance,2024-08-20
5088,1831,income,342.95,Sales,2024-07-18
5089,1156,income,320.0,Marketing,2024-07-05
5090,1667,income,186.04,Marketing,2024-12-15
5091,1650,expense,1021.67,Marketing,2024-07-06
5092,1632,expense,93.43,Sales,2024-09-14
5093,1576,income,217.29,Sales,2024-10-23
5094,1618,expense,743.99,Marketing,2024-07-12
5095,1658,expense,15.45,HR,2024-07-12
5096,1136,expense,558.82,HR,2024-09-11
5097,1922,income,847.49,Finance,2024-10-14
5098,1673,expense,1346.1,Sales,2024-11-27
5099,1427,income,1044.93,Finance,2024-08-18
5100,1451,income,192.38,Finance,2024-12-25
5101,1611,expense,441.38,Marketing,2024-07-04
5102,1849,income,40.22,HR,2024-12-25
5103,1910,income,149.12,Finance,2024-07-03
5104,1818,income,49.48,Marketing,2024-11-21
5105,1140,income,189.3,Sales,2024-07-14
5106,1082,income,1040.47,Finance,2024-09-02
5107,1176,expense,213.22,HR,2024-10-28
5108,1197,income,412.65,Sales,2024-12-16
5109,1623,income,284.03,Marketing,2024-09-06
5110,1567,income,307.09,Sales,2024-08-28
5111,1971,expense,1746.2,Finance,2024-11-07
5112,1690,expense,175.6,Sales,2024-10-27
5113,1420,income,493.52,Sales,2024-07-10
5114,1400,expense,272.42,Sales,2024-09-13
5115,1697,income,31.55,HR,2024-09-28
5116,1470,income,336.02,Finance,2024-10-09
5117,1217,income,839.24,Marketing,2024-12-01
5118,1924,income,51.99,HR,2024-11-09
5119,1928,income,36.07,Finance,2024-07-28
5120,1827,expense,83.4,Marketing,2024-11-07
5121,1986,income,722.81,Marketing,2024-09-04
5122,1728,expense,643.67,Marketing,2024-11-21
5123,1631,income,416.23,Finance,2024-11-01
5124,1950,income,315.77,Marketing,2024-08-26
5125,1905,expense,1096.08,Marketing,2024-11-28
5126,1174,expense,727.71,HR,2024-11-28
5127,1022,income,835.5,Marketing,2024-07-21
5128,1724,expense,839.03,Sales,2024-10-11
5129,1916,income,514.61,HR,2024-11-30
5130,1234,income,306.26,HR,2024-08-27
5131,1012,income,1000.05,Finance,2024-08-06
5132,1100,income,1301.9,Marketing,2024-12-24
5133,1928,income,12.05,Sales,2024-11-20
5134,1535,income,26.47,Sales,2024-12-03
5135,1875,expense,1593.97,Marketing,2024-11-09
5136,1522,income,162.28,Marketing,2024-08-16
5137,1784,expense,1033.24,Finance,2024-12-25
5138,1451,income,246.16,Sales,2024-10-11
5139,1430,expense,63.41,HR,2024-09-10
5140,1792,expense,41.93,Finance,2024-12-18
5141,1605,income,85.1,Finance,2024-09-27
5142,1712,income,143.77,HR,2024-08-27
5143,1532,expense,335.22,Finance,2024-10-13
5144,1851,expense,604.49,Marketing,2024-12-27
5145,1978,income,2148.79,HR,2024-09-07
5146,1722,income,291.26,HR,2024-08-15
5147,1651,expense,365.1,Sales,2024-11-30
5148,1292,income,368.88,HR,2024-07-25
5149,1809,expense,387.65,Finance,2024-10-29
5150,1912,income,364.64,Sales,2024-08-04
5151,1100,income,4.41,Finance,2024-07-15
5152,1501,expense,0.86,Marketing,2024-10-14
5153,1303,expense,51.39,Marketing,2024-11-05
5154,1870,income,53.55,Sales,2024-09-12
5155,1539,expense,610.22,Sales,2024-09-26
5156,1552,expense,114.65,Finance,2024-12-10
5157,1354,expense,1125.54,Marketing,2024-07-29
5158,1302,income,1319.77,Sales,2024-08-07
5159,1495,expense,1862.63,Marketing,2024-07-24
5160,1657,expense,1399.11,Marketing,2024-07-19
5161,1767,expense,158.65,Marketing,2024-12-21
5162,1973,expense,356.45,Finance,2024-08-18
5163,1226,income,96.46,Finance,2024-08-13
5164,1235,expense,820.49,Marketing,2024-12-01
5165,1872,expense,1096.56,Marketing,2024-11-30
5166,1891,income,952.87,Marketing,2024-08-04
5167,1454,expense,284.02,HR,2024-12-11
5168,1012,income,710.8,HR,2024-11-19
5169,1209,expense,51.34,Finance,2024-08-25
5170,1740,income,20.54,Marketing,2024-11-11
5171,1396,expense,699.66,HR,2024-08-01
5172,1099,expense,277.0,Sales,2024-07-26
5173,1030,expense,2707.34,Sales,2024-11-20
5174,1897,expense,51.16,Marketing,2024-12-24
5175,1527,expense,967.68,HR,2024-08-25
5176,1648,income,326.95,Sales,2024-08-06
5177,1328,expense,877.67,Finance,2024-11-02
5178,1165,expense,849.48,Sales,2024-08-22
5179,1458,expense,1238.42,Finance,2024-10-09
5180,1821,income,176.8,Sales,2024-09-16
5181,1951,expense,1495.86,Sales,2024-08-05
5182,1981,expense,82.24,HR,2024-10-09
5183,1992,expense,42.76,Sales,2024-07-11
5184,1099,income,282.48,Sales,2024-07-27
5185,1620,income,881.07,Finance,2024-07-02
5186,1854,expense,320.68,Finance,2024-07-22
5187,1172,income,883.88,Sales,2024-09-04
5188,1748,expense,654.09,Marketing,2024-10-20
5189,1161,income,117.5,Sales,2024-07-17
